,dissimilarity,contrast,homogeneity,energy,ASM,correlation,Label
0,0.4614469667330159,0.14466857945921274,0.473728866522884,0.5899889051733898,0.348086908227695,0.9336645336640504,0.0
1,0.44510048062781477,0.14883560579842117,0.49011952005104065,0.5861433081248519,0.34356397765954505,0.930844210175682,0.0
2,0.6132995113760005,0.2621279170921744,0.4219665037231478,0.5994603478721797,0.3593527086710347,0.8849561003298011,0.0
3,0.5815714359148635,0.2277547227555332,0.4383093574248393,0.598716091839673,0.35846095862777166,0.9057500577607474,0.0
4,0.7262934542661073,0.46817382843083016,0.4022601284840448,0.5725298880842108,0.32779047274971895,0.9013647845076924,0.0
5,0.6452674723774657,0.2232384185219781,0.38188289001348064,0.5567270393585081,0.30994499635288975,0.92684678077817,0.0
6,0.33218578563942347,0.12027973814715218,0.58717800208135,0.5474373545161796,0.29968765711967327,0.8828970815711952,0.0
7,0.49110031784834085,0.32221988798562406,0.5287957490568931,0.5726695298568952,0.32795039042651736,0.8446860439851492,0.0
8,0.4615319261952154,0.21491825593135877,0.529313279120753,0.5972732183904745,0.3567352974065154,0.9016930806317812,0.0
9,0.5806622268803171,0.4130701674774343,0.4927528712140074,0.5974432238364284,0.3569384057080648,0.8602242019263684,0.0
10,0.3499505236073073,0.1652771788164125,0.5765454188650115,0.6063024842877378,0.3676027024534825,0.914614486659378,0.0
11,0.41926280888833045,0.17923488357300024,0.5151927005287229,0.5984886511380317,0.3581886655410206,0.8993304983861563,0.0
12,0.5090474687791824,0.19869659993894512,0.45223328862239115,0.5594097695557406,0.31293929027440687,0.9300119041057229,0.0
13,0.5604358063438302,0.22128558514368019,0.4272913457078468,0.5404759432433145,0.29211424522475055,0.9318244960128799,0.0
14,0.5139547701525272,0.19350073417556887,0.48079757239187276,0.5724148744095547,0.3276587884453064,0.9016385530649923,0.0
15,0.3719018354099616,0.2027460913538388,0.5970232557449846,0.5779669700260672,0.3340458184411129,0.9116922902906953,0.0
16,0.37952034315055383,0.21863412796050422,0.696996539756975,0.7882628126108664,0.6213582617451938,0.920530133381569,0.0
17,0.3342062501606376,0.19539358910789997,0.7552360647354363,0.823269802893354,0.677773168356062,0.8948158424705714,0.0
18,0.4620291889298534,0.15704703712480092,0.46697086698328266,0.5806539993296461,0.3371590669375126,0.9284314414017414,0.0
19,0.4590523950001,0.1617356559263492,0.4642949424063494,0.583760947102254,0.34077684336172054,0.9354337160406571,0.0
20,0.4528906921554572,0.06828046893669795,0.2560099572485758,0.08387683269324815,0.007035323062651141,0.9428763371869822,0.0
21,0.4582841901150024,0.3076900961426513,0.6122007284803944,0.7935564535560795,0.6297318449805022,0.8962570348081909,0.0
22,0.45855763107317365,0.19997541954230963,0.49339619133377044,0.6035335982635128,0.36425280423290324,0.9265791171423094,0.0
23,0.4475978604494427,0.16545786233234416,0.4921558473098242,0.5986925206205613,0.3584327342470012,0.9268449023494014,0.0
24,0.23732533334094877,0.027644876617310278,0.5682754040418605,0.695858751403306,0.4842194019045678,0.89503759749505,0.0
25,0.2735148514851484,0.0350937223102046,0.5046345392328855,0.4916658606856757,0.2417353185637862,0.9068016318337699,0.0
26,0.35012544014712976,0.12019163944466735,0.5954912095366629,0.6139516627184202,0.3769366441547128,0.9271252243765742,0.0
27,0.39885111960864394,0.13925397660320138,0.5507829670980996,0.6056215339701105,0.36677744240830973,0.9127812258060897,0.0
28,0.4144090533945231,0.14523086925778164,0.5392485144161347,0.6191219795103962,0.38331202551287136,0.890128654249002,0.0
29,0.37443134275931206,0.09818185345345229,0.5303342117317198,0.605941462979876,0.36716505655819254,0.930527882345977,0.0
30,0.4693689011243206,0.26374287563734483,0.5006355211650292,0.19431138331435863,0.03775691368553961,0.9398492893823349,0.0
31,0.373641362549869,0.2033192873997563,0.6146326565957604,0.28547073228474645,0.08149353899118937,0.9104151347987065,0.0
32,0.22798728892214284,0.06697927792303175,0.7020411761404419,0.8445688050642524,0.7132964664876589,0.9777113943212575,0.0
